id,review,positive,negative,neutral,Clean,Comfort,Facilities/Amenities,Location,Restaurant (dinner),Staff,View (Balcony),Breakfast,Room,Pool,Beach,Bathroom/Shower (toilet),Bar,Bed,Parking,Noise,Reception-checkin,Lift,Value for money,Wi-Fi,Generic,Aspect,
17762,The room was always cleaned.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17763,The room was amazing and we will definitely come back because going to visit a city and being treated so well is a delight and a great experience.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17764,The room was amazing.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17765,The room was an adequate size.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17766,"The room was an OK size, the bathroom was fine too.",1,,,,1,,,,,,,1,,,1,,,,,,,,,,1,
17767,The room was as booked and had good views over the city.,1,,,,,,,,,1,,1,,,,,,,,,,,,,,
17768,"The room was as the picture, location was excellent for me (near to the exposition).",1,,,,,,1,,,,,1,,,,,,,,,,,,,1,
17769,The room was ascetic and small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17770,The room was at the top.,1,,,,,,,,,1,,1,,,,,,,,,,,,,,
17771,"The room was bang-average at best, with loose floorboards under the carpet, cracked bathroom tiles, a stained shower curtain, and nowhere to even make a cup of tea or coffee in the room!",,1,,,,,,,,,,1,,,,,,,,,,,,,,
17772,The room was beautiful and comfortable.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17773,The room was beautiful and cozy.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17774,"The room was beautiful and spacy, was very clean and almost new, the location was great, walking distance to the centre, parking easy next hotel.",1,,,1,1,,1,,,,,1,,,,,,1,,,,,,,1,
17775,The room was beautiful and the bed so comfortable.,1,,,,1,,,,,,,1,,,,,1,,,,,,,,1,
17776,The room was beautiful but sadly needed some maintenance.,,,1,,,,,,,,,1,,,,,,,,,,,,,1,
17777,The room was beautiful!!,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17778,The room was big and clean with a small balcony.,1,,,1,1,,,,,1,,1,,,,,,,,,,,,,1,
17779,The room was big and clean.,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17780,The room was big and cozy.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17781,The room was big and had all the facilities.,1,,,,,1,,,,,,1,,,,,,,,,,,,,,
17782,The room was big and the lady very kind.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17783,"The room was big enough, with a thoughtful choice of heavier, rounder pillows (which seem to be the European default) - or softer, thinner pillows (my preference), which were stored in sealed bags in the cupboard.",1,,,,1,,,,,,,1,,,,,1,,,,,,,,,
17784,"The room was big, comfy and clean.",1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17785,"The room was big, well furnished with a couch as the third bed.",1,,,,,,,,,,,1,,,,,1,,,,,,,,,
17786,The room was big.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17787,The room was brand new and clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17788,The room was bright and clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17789,"The room was carelessly furnished, with cheap, peeling furniture from the 80s.",,1,,,,,,,,,,1,,,,,,,,,,,,,,
17790,The room was claustrophobic.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17791,The room was clean & nice.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17792,The room was clean and big enough for 4 people.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17793,The room was clean and comfortable.,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17794,The room was clean and everything looked new and fresh.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17795,The room was clean and had a nice view.,1,,,1,,,,,,1,,1,,,,,,,,,,,,,1,
17796,The room was clean and had beaded curtains in front of each door.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17797,The room was clean and had everything we needed.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17798,The room was clean and has everything you need for a short stay.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17799,The room was clean and it looked exactly like on the photos.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17800,"The room was clean and made every day, linoleum floor, walk in shower it was perfect.",1,,,1,,,,,,,,1,,,1,,,,,,,,,,,
17801,The room was clean and met most of our needs.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17802,The room was clean and modern style but the shower temperature was very unstable.,,,1,1,,,,,,,,1,,,1,,,,,,,,,,1,
17803,The room was clean and nice.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17804,The room was clean and pretty big.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17805,The room was clean and smelled fresh.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17806,"The room was clean and spacious, the amenities in bath room also ok.",1,,,1,1,1,,,,,,1,,,,,,,,,,,,,,
17807,The room was clean and spacious.,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17808,The room was clean and the bathroom nice.,1,,,1,,,,,,,,1,,,,,,,,,,,,,1,
17809,The room was clean and the bed was comfortable.,1,,,1,1,,,,,,,1,,,,,1,,,,,,,,1,
17810,The room was clean and the breakfast was good.,1,,,1,,,,,,,1,1,,,,,,,,,,,,,1,
17811,The room was clean and the hotel was safe and in a convenient area.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17812,The room was clean and the staff was friendly and helpful.,1,,,1,,,,,1,,,1,,,,,,,,,,,,,1,
17813,"The room was clean and tidy, as was the whole facility.",1,,,1,,1,,,,,,1,,,,,,,,,,,,,,
17814,The room was clean and very comfortable.,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17815,The room was clean and welcoming and the beds were very comfortable.,1,,,1,1,,,,,,,1,,,,,1,,,,,,,,,
17816,"The room was clean daily, towels also changed.",1,,,1,,1,,,,,,1,,,1,,,,,,,,,,,
17817,"The room was clean spacious and warm, which was great.",1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17818,The room was clean with fresh bedlinen and towels.,1,,,1,,1,,,,,,1,,,1,,1,,,,,,,,,
17819,"The room was clean, close to the airport, breakfast was good, staff really helpful.",1,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,
17820,"The room was clean, comfortable and wonderfully beautiful, we loved it.",1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17821,"The room was clean, fresh towels provided, easy to find and had vending machines for both food and drinks, and the staff were friendly and were able to communicate with me in English.",1,,,1,,1,,,1,,,1,,,1,,,,,,,,,,1,
17822,"The room was clean, the aircon was great and they had left us some lovely sweets!",1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17823,"The room was clean, The staff were genuinely friendly and helpful, whilst also being efficient.",1,,,1,,,,,1,,,1,,,,,,,,,,,,,,
17824,"The room was clean, the staff were nice/organized, the towels were fluffy and the bed comfy.",1,,,1,1,1,,,1,,,1,,,,,1,,,,,,,,1,
17825,The room was clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17826,"The room was cleaned before we arrived, but not very well.",,1,,1,,,,,,,,1,,,,,,,,,,,,,1,
17827,"The room was cleaned daily and it is located near many touristic attractions, shops etc.",1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17828,The room was cleaned every day.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17829,"The room was cleaned everyday, comfy bed, had all the facilities.",1,,,1,,,,,,,,1,,,,,1,,,,,,,,,
17830,The room was cold and the temperature regulator didn?t work.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17831,The room was cold most of the trip.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17832,The room was cold.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17833,The room was comfortable and always warm.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17834,The room was comfortable and clean and had a great balcony.,1,,,1,1,,,,,,,1,,,,,,,,,,,,,1,
17835,"The room was comfortable and clean, ideal for a night's rest.",1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17836,The room was comfortable and clean.,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17837,The room was comfortable and quiet.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17838,The room was comfortable and the staff were helpful.,1,,,,1,,,,1,,,1,,,,,,,,,,,,,1,
17839,The room was comfortable and the staff were lovely.,1,,,,1,,,,1,,,1,,,,,,,,,,,,,1,
17840,The room was comfortable and we had a balcony which was fantastic! ,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17841,The room was comfortable and well equipped.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17842,The room was comfortable and with everything you need.,1,,,,1,1,,,,,,1,,,,,,,,,,,,,,
17843,The room was comfortable with air con.,1,,,,1,1,,,,,,1,,,,,,,,,,,,,,
17844,"The room was comfortable, number 52.",1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17845,The room was comfortable.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17846,The room was comfy and clean.,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17847,The room was compact as a single room and suited me.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17848,The room was completely dark with only one window facing a shaft of light.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17849,"The room was cool, clearly renewed and very clean.",1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17850,The room was cosy and comfortable.,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17851,"The room was cozy, super clean and the bed was comfortable.",1,,,1,1,,,,,,,1,,,,,1,,,,,,,,1,
17852,"The room was cozy, very clean and quiet.",1,,,1,,,,,,,,1,,,,,,,1,,,,,,,
17853,The room was cute.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17854,"The room was dark without almost any natural light, and dimly-lit; you can hardly read in the room in daytime.",,1,,,,,,,,,,1,,,,,,,,,,,,,,
17855,The room was decent and clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17856,The room was directly on the street.,1,,,,,,1,,,,,1,,,,,,,,,,,,,,
17857,The room was dirty and smaller than we imagined.,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,
17858,The room was dirty and the bathroom mirror had water stains.,,1,,1,,,,,,,,1,,,1,,,,,,,,,,1,
17859,"The room was dirty, and the faucet in the washbasin was broken.",,1,,1,,,,,,,,1,,,,,,,,,,,,,1,
17860,The room was dirty.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17861,The room was dusty and full of spiders and webs.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17862,"The room was dusty, and dingy.",,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17863,The room was dusty.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17864,The room was elegant.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17865,The room was equipped with all the necessary things the make the stay easier.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17866,The room was exactly as we thought it would be.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17867,The room was excellent and the staff very friendly and efficient.,1,,,,,,,,1,,,1,,,,,,,,,,,,,1,
17868,The room was excellent as well as the facilities at disposal in the room.,1,,,,,1,,,,,,1,,,,,,,,,,,,,,
17869,The room was excellently clean and fresh as was the large and spotless bathroom.,1,,,1,,,,,,,,1,,,1,,,,,,,,,,1,
17870,The room was exceptionally small with bed against the wall on 2 sides.,,1,,,,,,,,,,1,,,,,1,,,,,,,,,
17871,"The room was exterior, spacious and the beds very comfortable.",1,,,,1,,,,,,,1,,,,,1,,,,,,,,1,
17872,The room was extreamly small (6 square meters) for 4 adults.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17873,The room was extremely dirty.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17874,"The room was extremely large, huge bedroom and small bathroom.",,,1,,1,,,,,,,1,,,1,,,,,,,,,,1,
17875,The room was extremely old and the carpet was full of stains and dusty.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17876,The room was extremely old.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17877,The room was extremely quiet.,1,,,,,,,,,,,1,,,,,,,1,,,,,,,
17878,The room was extremely spacious.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17879,The room was extremley small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17880,The room was facing the street and that was extremely noisy at night.,,1,,,,,1,,,1,,1,,,,,,,1,,,,,,,
17881,The room was facing the street side.,,,1,,,,,,,1,,1,,,,,,,,,,,,,,
17882,The room was fantastic with excellent lighting and temperature control.,1,,,,,1,,,,,,1,,,,,,,,,,,,,,
17883,"The room was fantastic, spacious, great view, wonderful.",1,,,,1,,,,,1,,1,,,,,,,,,,,,,1,
17884,The room was far far smaller than expected.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17885,The room was far too hot (which the fan couldn?t help) and our room did not get cleaned even though we did not opt for the option where you skip room cleaning.,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,
17886,The room was for 3 people and it was a bit cramped.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17887,"The room was for single use and the dimensions were a bit small, in fact the door does not open completely because it hits the bed and I think some more light would be missing in the room.",,1,,,,,,,,,,1,,,,,1,,,,,,,,,
17888,The room was functional.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17889,The room was furnished realy nice great location staff was more than helpful and there aircon is the best after a long day.,1,,,,,,1,,1,,,1,,,,,,,,,,,,,,
17890,The room was good enough.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17891,The room was good value for the money and the staff were really helpful.,1,,,,,,,,1,,,1,,,,,,,,,,1,,,1,
17892,The room was good with a amazing views over Copenhagen.,1,,,,,,,,,1,,1,,,,,,,,,,,,,1,
17893,"The room was good, what I did not like is the building where the rooms are at.",,,1,,,,,,,,,1,,,,,,,,,,,,,,
17894,The room was good.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17895,"The room was great & comfortable, the location made it easy to see the sights, breakfast was so fresh, and the staff was amazing.",1,,,,1,,1,,1,,1,1,,,,,,,,,,,,,1,
17896,The room was great and comfortable.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17897,The room was great and it looks like everything was new.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17898,The room was great value for money.,1,,,,,,,,,,,1,,,,,,,,,,1,,,,
17899,"The room was great, as was the location.",1,,,,,,1,,,,,1,,,,,,,,,,,,,,
17900,"The room was great, beautiful and clean, the view is nice and the location is simply great.",1,,,1,,,1,,,1,,1,,,,,,,,,,,,,1,
17901,"The room was great, the rest was also very well.",1,,,,,,,,,,,1,,,,,,,,,,,,,,
17902,"The room was great, though small.",,,1,,1,,,,,,,1,,,,,,,,,,,,,,
17903,The room was great.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17904,The room was hot and loud - we had to keep our windows open to exist even in the night - but the street is a loud busy street.,,1,,,,1,1,,,,,1,,,,,,,1,,,,,,1,
17905,The room was hot and stuffy.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17906,The room was hot and very noisy because of being next to a main road.,,1,,,,1,,,,,,1,,,,,,,1,,,,,,,
17907,The room was hot with absolutely no control of temperature.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
17908,The room was hot with no air con but opposite a noisy club so we couldn?t have the windows open.,,1,,,,1,,,,,,1,,,,,,,,,,,,,1,
17909,"The room was hot, and the lift bit narrow.",,1,,,1,1,,,,,,1,,,,,,,,,1,,,,1,
17910,The room was huge and beds were comfortable.,1,,,,1,,,,,,,1,,,,,1,,,,,,,,1,
17911,"The room was huge and comfortable, with a big luxury bath and rainfall shower.",1,,,,1,,,,,,,1,,,1,,,,,,,,,,1,
17912,The room was huge and everything white with a lot of mirrors and the staff was very nice.,1,,,,,,,,1,,,1,,,,,,,,,,,,,1,
17913,The room was huge and looked like the pictures.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17914,The room was huge.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17915,"The room was in a bad condition, the carpet was dirty, the curtains hung loosely behind them and could not be closed.",,1,,1,,,,,,,,1,,,,,,,,,,,,,1,
17916,The room was in a bad condition.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17917,The room was incredibly small.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17918,The room was incredibly warm.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
17919,"The room was just about big enough, which of course is also due to the fact that it is in the city center.",1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17920,The room was just enough space for me and the bed was cozy.,1,,,,1,,,,,,,1,,,,,1,,,,,,,,1,
17921,The room was just not very clean.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17922,"The room was just perfect for 1 person (single room) with clean private bathroom and amenities such as refrigerator, TV, table, closet.",1,,,1,,1,,,,,,1,,,,,,,,,,,,,,
17923,The room was kind of claustrophobic and to enter it you only had an elevatior.,,1,,,,,,,,,,1,,,,,,,,,1,,,,,
17924,The room was kind of dirty when we arrived with dust and long black hairs in the bathroom.,,1,,1,,,,,,,,1,,,1,,,,,,,,,,,
17925,The room was large and modern.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17926,The room was large and spacious Daily cleaning and also cleanliness in the room Support for compilation about breakfast Room was ready before time in description.,1,,,1,1,,,,,,1,1,,,,,,,,,,,,,1,
17927,"The room was large and stylish with a separate sitting room, spacious bedroom and recently renovated bathroom.",1,,,,1,,,,,,,1,,,1,,,,,,,,,,1,
17928,The room was large and the location of the hotel was perfect.,1,,,,1,,1,,,,,1,,,,,,,,,,,,,1,
17929,The room was large and well clean.,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
17930,"The room was large, clean, and well ventilated.",1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17931,The room was large.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17932,The room was located next to the street on the main floor therefore I could hear a lot of noise coming from the street.,,1,,,,,1,,,,,1,,,,,,,1,,,,,,,
17933,"The room was looking to back with a very small window, couldn't get air.",,1,,,,,,,,,,1,,,,,,,,,,,,,,
17934,The room was lovely for the price and Gaetano on reception was incredibly helpful and professional.,1,,,,,,,,1,,,1,,,,,,,,,,1,,,1,
17935,The room was lovely with a big window and small balcony.,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,
17936,"The room was lovely, I had an outside area to catch some fresh air which was a bonus.",1,,,,,,,,,,,1,,,,,,,,,,,,,,
17937,The room was massive.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17938,The room was minuscule.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
17939,"The room was missing basic furniture (no bedside tables, no closets or shelves, and just one chair).",,1,,,,1,,,,,,1,,,,,1,,,,,,,,,
17940,The room was modern and clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17941,The room was modern and comfortable.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17942,The room was modern and extremely clean and hygienic.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17943,The room was modern and well kept.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17944,"The room was modern, they take you by car to the door, since the reception is not in the same place as the rooms.",1,,,,,,,,1,,,1,,,,,,,,,,,,,1,
17945,The room was more than good for that price and too beautiful.,1,,,,,,,,,,,1,,,,,,,,,,1,,,,
17946,The room was much smaller than it was shown in photos.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17947,"The room was neat, clean and quiet.",1,,,1,,,,,,,,1,,,,,,,1,,,,,,,
17948,The room was never properly clean.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
17949,The room was new and clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17950,The room was new and tastefully decorated.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17951,The room was newly renovated which was nice.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17952,The room was newly renovated.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17953,The room was next to a church so it would get noisy early in the morning.,,1,,,,,1,,,,,1,,,,,,,1,,,,,,,
17954,"The room was nice and clean (and I am always very picky about it), we had everything we needed.",1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17955,The room was nice and clean.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
17956,"The room was nice and comfortable, spacious and with a nice bathroom.",1,,,,1,,,,,,,1,,,1,,,,,,,,,,,
17957,The room was nice and comfortable.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17958,The room was nice and comfy.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
17959,The room was nice and cozy.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17960,The room was nice and great location.,1,,,,,,1,,,,,1,,,,,,,,,,,,,1,
17961,The room was nice and quiet.,1,,,,,,,,,,,1,,,,,,,1,,,,,,,
17962,The room was nice and spacious with nice beds.,1,,,,1,,,,,,,1,,,,,1,,,,,,,,1,
17963,The room was nice and spacious.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
17964,The room was nice and the windows really kept the noise out.,1,,,,,,,,,,,1,,,,,,,1,,,,,,,
17965,The room was nice and you get a lot for little money.,1,,,,,,,,,,,1,,,,,,,,,,1,,,,
